0,-4.629474,0.1676052,2.353744,6,-1.532937,0.1676052,4.200757,16,-3.005971,0.4676052,4.775362,20,-1.63325,0.4676052,2.203274,34,-3.15644,0.7676052,1.779138,
1,-4.579318,0.1676052,3.352485,11,-2.157699,0.1676052,1.728982,16,-3.005971,0.4676052,4.775362,26,-4.529161,0.7676052,4.351226,34,-3.15644,0.7676052,1.779138,
1,-4.579318,0.1676052,3.352485,21,-4.155182,0.4676052,1.829295,23,-2.157699,0.4676052,1.728982,26,-4.529161,0.7676052,4.351226,28,-3.005971,0.7676052,4.775362,
0,-4.629474,0.1676052,2.353744,9,-4.155182,0.1676052,1.829295,14,-4.529161,0.4676052,4.351226,29,-2.00723,0.7676052,4.725206,34,-3.15644,0.7676052,1.779138,
1,-4.579318,0.1676052,3.352485,7,-1.583094,0.1676052,3.202016,15,-4.004713,0.4676052,4.825519,22,-3.15644,0.4676052,1.779138,32,-1.63325,0.7676052,2.203274,
4,-1.558096,0.1401657,-3.251936,7,-2.312441,0.1401657,-1.55386,14,0.6912574,0.3401659,-2.996183,21,-1.515769,0.3401659,-0.2518178,35,-0.01577336,0.9401658,-0.2479817,
0,0.6855031,0.1901658,-0.7461898,9,-1.515769,0.04016578,-0.2518178,15,0.09189868,0.4401658,-3.247716,29,-2.058095,0.8901658,-3.253215,34,-0.6157715,0.9401658,-0.2495161,
0,0.6855031,0.1901658,-0.7461898,4,-1.558096,0.1401657,-3.251936,18,-2.309884,0.4401658,-2.553857,32,-2.314487,0.9901658,-0.7538621,34,-0.6157715,0.9401658,-0.2495161,
11,-0.01577336,0.3401657,-0.2479817,13,0.6874212,0.3401659,-1.496187,21,-1.515769,0.3401659,-0.2518178,28,-1.558096,0.7401657,-3.251936,30,-2.309884,0.7401657,-2.553857,
3,0.09189868,0.1401657,-3.247716,13,0.6874212,0.3401659,-1.496187,20,-2.314487,0.6901658,-0.7538621,28,-1.558096,0.7401657,-3.251936,34,-0.6157715,0.9401658,-0.2495161,
8,-1.258964,0.6723496,3.284308,10,-2.975433,0.6223495,2.844154,18,-1.195923,0.7223495,5.083204,24,-4.257124,1.07235,3.389377,28,-1.920947,1.022349,5.809042,
5,-1.421254,0.5723495,5.79153,10,-2.975433,0.6223495,2.844154,15,-3.569935,0.7223495,5.866829,24,-4.257124,1.07235,3.389377,33,-2.075985,0.9223496,2.812633,
11,-3.575064,0.6223495,2.865167,14,-4.178322,0.6223496,5.637996,21,-2.075985,0.6223496,2.812633,28,-1.920947,1.022349,5.809042,31,-1.230946,1.022349,4.083817,
5,-1.421254,0.5723495,5.79153,9,-2.075985,0.3223495,2.812633,12,-4.257124,0.7723495,3.389377,30,-1.195923,1.022349,5.083204,34,-2.975433,1.22235,2.844154,
4,-1.920947,0.4223495,5.809042,10,-2.975433,0.6223495,2.844154,13,-4.230856,0.6223496,4.138916,20,-1.258964,0.9723495,3.284308,27,-3.569935,1.022349,5.866829,
